Alloy Name,Density,Young's Modulus,Yield Strength,Tensile Strength,Fatigue Strength,Specific Heat,Coefficient of Thermal Expansion,Metal Chemical Notations
Johnson Matthey Nickelbraze™ HTN5 Nickel Based Brazing Filler Metal,,,,,,,,"[['Chromium, Cr', '19 %', '19 %', ''], ['Nickel, Ni', '70.9 %', '70.9 %', ''], ['Silicon, Si', '10.1 %', '10.1 %', '']]"
"Haynes 625 alloy, 10% cold reduction, 1065°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '425', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '915', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Carlson C 200 Commercially Pure Nickel,"{'metric_value': '8.89', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '193', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '103', 'metric_unit': 'MPa', 'comment': ''}",,,"{'metric_value': '0.4535', 'metric_unit': 'J/g-°C@Temperature 0.000 °C', 'comment': ''}","[{'value': '13.0 µm/m-°C', 'start_temp': '27.0 °C', 'end_temp': '100 °C'}]","[['Carbon, C', '<= 0.15 %', '<= 0.15 %', ''], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Nickel, Ni', '>= 99 %', '>= 99 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.010 %', '<= 0.010 %', '']]"
Ametek High Purity Nickel Strip 899M Annealed,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '10', 'metric_unit': '3', 'comment': ''}","{'metric_value': '34', 'metric_unit': '5', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0050 %', '<= 0.0050 %', ''], ['Iron, Fe', '<= 0.050 %', '<= 0.050 %', ''], ['Manganese, Mn', '<= 0.25 %', '<= 0.25 %', ''], ['Nickel, Ni', '99.6 %', '99.6 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
"Haynes 625 alloy, plate after 1000 hours at 650°C (1200°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '845', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1140', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Rene 100 Nickel Alloy (UNS N13100),"{'metric_value': '7.75', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,"[{'value': '12.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '5.5 %', '5.5 %', ''], ['Boron, B', '0.015 %', '0.015 %', ''], ['Carbon, C', '0.16 %', '0.16 %', ''], ['Chromium, Cr', '9.5 %', '9.5 %', ''], ['Cobalt, Co', '15 %', '15 %', ''], ['Iron, Fe', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '3.0 %', '3.0 %', ''], ['Nickel, Ni', '61 %', '61 %', ''], ['Titanium, Ti', '4.2 %', '4.2 %', ''], ['Vanadium, V', '1.0 %', '1.0 %', ''], ['Zirconium, Zr', '0.060 %', '0.060 %', '']]"
Sandvik Nisil Thermocouple Alloy,"{'metric_value': '8.585', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '300', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '680', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '17.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Magnesium, Mg', '0.10 %', '0.10 %', ''], ['Nickel, Ni', '95.6 %', '95.6 %', ''], ['Silicon, Si', '4.3 %', '4.3 %', ''], [''], [], ['emf, mV, Reference junction 0°C', '12.974; at 400°C', ''], ['', '16.748; at 500°C', ''], ['', '2.774; at 100°C', ''], ['', '20.613; at 600°C', ''], ['', '24.527; at 700°C', ''], ['', '28.455; at 800°C', ''], ['', '32.371; at 900°C', ''], ['', '36.256; 1000°C', ''], ['', '40.087; at 1100°C', ''], ['', '43.846; at 1200°C', ''], ['', '47.513; at 1300°C', ''], ['', '5.913; at 200°C', ''], ['', '9.341; 300°C', '']]"
"Haynes 625 alloy, plate after 16000 hours at 760°C (1400°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '665', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '970', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"Special Metals Electroformed Nickel, 200 Micron (8 mil) Foil, Electroformed and Annealed","{'metric_value': '8.91', 'metric_unit': 'g/cc', 'comment': ''}",,,"{'metric_value': '352', 'metric_unit': 'MPa', 'comment': 'Transverse'}",,,,"[['Carbon, C', '<= 0.010 %', '<= 0.010 %', ''], ['Chromium, Cr', '<= 0.010 %', '<= 0.010 %', ''], ['Cobalt, Co', '<= 0.010 %', '<= 0.010 %', ''], ['Copper, Cu', '<= 0.010 %', '<= 0.010 %', ''], ['Iron, Fe', '<= 0.010 %', '<= 0.010 %', ''], ['Nickel, Ni', '>= 99.95 %', '>= 99.95 %', ''], ['Sulfur, S', '<= 0.0020 %', '<= 0.0020 %', ''], ['Zinc, Zn', '<= 0.0010 %', '<= 0.0010 %', '']]"
"HP Alloys Alloy C-276, 50% Cold Worked","{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '205', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1347', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1449', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.427', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '11.7 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Carbon, C', '<= 0.010 %', '<= 0.010 %', ''], ['Chromium, Cr', '14.5 - 16.5 %', '14.5 - 16.5 %', ''], ['Cobalt, Co', '<= 2.5 %', '<= 2.5 %', ''], ['Iron, Fe', '4.0 - 7.0 %', '4.0 - 7.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '15 - 17 %', '15 - 17 %', ''], ['Nickel, Ni', '57 %', '57 %', ''], ['Phosphorus, P', '<= 0.025 %', '<= 0.025 %', ''], ['Silicon, Si', '<= 0.080 %', '<= 0.080 %', ''], ['Sulfur, S', '<= 0.010 %', '<= 0.010 %', ''], ['Tungsten, W', '3.0 - 4.5 %', '3.0 - 4.5 %', ''], ['Vanadium, V', '<= 0.35 %', '<= 0.35 %', '']]"
Materion Nibryl Beryllium Nickel Alloy (Nibryl)-360 Rod and Bar; H925 (H925) Temper; All Sizes (UNS N03360),"{'metric_value': '8.28', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '207', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '690', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1035', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '200 °C'}]","[['Beryllium, Be', '1.85 - 2.05 %', '1.85 - 2.05 %', ''], ['Nickel, Ni', '97.5 %', '97.5 %', 'as balance'], ['Titanium, Ti', '0.40 - 0.60 %', '0.40 - 0.60 %', '']]"
Goodfellow Nickel 79/Aluminum 21 Alloy,,,,,,,,"[['Aluminum, Al', '21 %', '21 %', ''], ['Nickel, Ni', '79 %', '79 %', '']]"
California Fine Wire Nickel Alloy 99,"{'metric_value': '8.89', 'metric_unit': 'g/cc', 'comment': ''}",,,,,"{'metric_value': '0.544', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}",,"[['Nickel, Ni', '99.8 %', '99.8 %', ''], [''], [], ['Magnetic', 'Strong', ''], ['Temperature Coefficient of Resistance', '0.006 ohms/ohm-°C', '0-100°C']]"
"HP Alloys Alloy 718, 15% Cold Worked","{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '200', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '896', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1034', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.435', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '12.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '17 %', '17 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', '']]"
FiberNide Nickel Aluminide Foam Atomic 15% Aluminum,"{'metric_value': '0.280', 'metric_unit': 'g/cc', 'comment': 'Ni Foam Starting Material'}",,,,,,,"[['Aluminum, Al', '8.0 %', '8.0 %', ''], ['Nickel, Ni', '92 %', '92 %', '']]"
"ATI Allegheny Ludlum AL 800H™ Nickel-Base Alloy, UNS N08810","{'metric_value': '8.08', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '200', 'metric_unit': 'MPa', 'comment': 'Typical; Annealed at 2100°F (1149°C)'}","{'metric_value': '531', 'metric_unit': 'MPa', 'comment': 'Typical; Annealed at 2100°F (1149°C)'}",,"{'metric_value': '0.500', 'metric_unit': 'J/g-°C', 'comment': ''}",,"[['Aluminum, Al', '0.40 %', '0.40 %', ''], ['Carbon, C', '0.080 %', '0.080 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Copper, Cu', '0.30 %', '0.30 %', ''], ['Iron, Fe', '44 %', '44 %', 'as balance'], ['Manganese, Mn', '1.0 %', '1.0 %', ''], ['Nickel, Ni', '32 %', '32 %', ''], ['Phosphorus, P', '0.020 %', '0.020 %', ''], ['Silicon, Si', '0.35 %', '0.35 %', ''], ['Sulfur, S', '0.010 %', '0.010 %', ''], ['Titanium, Ti', '0.40 %', '0.40 %', '']]"
Sandvik Nikrothal 70 Resistance Wire,"{'metric_value': '8.10', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '425', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '800', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}","[{'value': '13.7 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '250 °C'}]","[['Carbon, C', '<= 0.15 %', '<= 0.15 %', ''], ['Chromium, Cr', '29 - 32 %', '29 - 32 %', ''], ['Iron, Fe', '>= 5.0 %', '>= 5.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '>= 59.85 %', '>= 59.85 %', ''], ['Silicon, Si', '0.50 - 2.0 %', '0.50 - 2.0 %', '']]"
"Haynes 625 alloy, 30% cold reduction","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '1115', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1315', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Ametek High Purity Nickel Strip 899L 1/2 Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '34', 'metric_unit': '5', 'comment': ''}","{'metric_value': '41', 'metric_unit': '4', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0050 %', '<= 0.0050 %', ''], ['Iron, Fe', '<= 0.050 %', '<= 0.050 %', ''], ['Manganese, Mn', '<= 0.070 %', '<= 0.070 %', ''], ['Nickel, Ni', '99.8 %', '99.8 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
MetalTek MTEK N-7M Cast UNS N30007 Severe Corrosion and Heat Resistant Alloy,,,"{'metric_value': '275', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '525', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Carbon, C', '<= 0.070 %', '<= 0.070 %', ''], ['Chromium, Cr', '1.0 %', '1.0 %', ''], ['Iron, Fe', '<= 3.0 %', '<= 3.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '30 - 33 %', '30 - 33 %', ''], ['Nickel, Ni', '60.93 - 69 %', '60.93 - 69 %', 'As Balance'], ['Silicon, Si', '<= 1.0 %', '<= 1.0 %', ''], [''], [], ['Heat Treatment', 'Sol. Anneal', '']]"
Crucible Compaction Metals P/M 625 Corrosion Resistant Alloy,"{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'Wrought'}","{'metric_value': '203', 'metric_unit': 'GPa', 'comment': 'Test Temperature 24°C; As-HIP Condition'}","{'metric_value': '400', 'metric_unit': 'MPa', 'comment': 'As-Consolidated'}","{'metric_value': '850', 'metric_unit': 'MPa', 'comment': 'As-Consolidated'}",,,,"[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '20 - 23 %', '20 - 23 %', ''], ['Cobalt, Co', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '<= 0.50 %', '<= 0.50 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '8.0 - 10 %', '8.0 - 10 %', ''], ['Nickel, Ni', '55.31 - 61.31 %', '55.31 - 61.31 %', 'As Balance'], ['Niobium, Nb (Columbium, Cb)', '3.15 - 4.15 %', '3.15 - 4.15 %', ''], ['Nitrogen, N', '<= 0.010 %', '<= 0.010 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
"Carpenter MP35N* Ni-Co-Cr-Mo Alloy, 45% Cold Reduction","{'metric_value': '8.43', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '234.8', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '1303', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1572', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '12.8 µm/m-°C', 'start_temp': '21.0 °C', 'end_temp': '93.0 °C'}]","[['Boron, B', '0.010 %', '0.010 %', ''], ['Carbon, C', '<= 0.025 %', '<= 0.025 %', ''], ['Chromium, Cr', '19 - 21 %', '19 - 21 %', ''], ['Cobalt, Co', '33 %', '33 %', 'as remainder'], ['Iron, Fe', '<= 1.0 %', '<= 1.0 %', ''], ['Manganese, Mn', '<= 0.15 %', '<= 0.15 %', ''], ['Molybdenum, Mo', '9.0 - 10.5 %', '9.0 - 10.5 %', ''], ['Nickel, Ni', '33 - 37 %', '33 - 37 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.15 %', '<= 0.15 %', ''], ['Sulfur, S', '<= 0.010 %', '<= 0.010 %', ''], ['Titanium, Ti', '<= 1.0 %', '<= 1.0 %', '']]"
Sandvik Osprey HTN 9 Brazing Powder,,,,,,,,"[['Boron, B', '3.25 - 4.0 %', '3.25 - 4.0 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '13.5 - 16.5 %', '13.5 - 16.5 %', ''], ['Iron, Fe', '<= 1.5 %', '<= 1.5 %', ''], ['Nickel, Ni', '81.375 %', '81.375 %', 'As Balance'], ['Phosphorus, P', '<= 0.020 %', '<= 0.020 %', '']]"
IBC Advanced Alloys 42C Beryllium Nickel Casting Alloy,"{'metric_value': '8.17', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,"[['Beryllium, Be', '2.5 - 2.85 %', '2.5 - 2.85 %', ''], ['Chromium, Cr', '10.5 - 13.5 %', '10.5 - 13.5 %', ''], ['Nickel, Ni', '83.65 - 87 %', '83.65 - 87 %', 'As Balance']]"
Goodfellow T2-Thermocouple Alloy,"{'metric_value': '8.70', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,"[{'value': '16.8 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '1000 °C'}]","[['Nickel, Ni', '95 %', '95 %', '']]"
"HP Alloys Alloy B-2, Solution Treated, 40% Cold Worked","{'metric_value': '9.22', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '189', 'metric_unit': 'GPa', 'comment': '(Heat treated at 1066°C (1950°F), rapid quenched, plate)'}",,,,"{'metric_value': '0.373', 'metric_unit': 'J/g-°C@Temperature 0.000 °C', 'comment': ''}","[{'value': '10.3 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '93.0 °C'}]","[['Carbon, C', '0.010 %', '0.010 %', ''], ['Chromium, Cr', '1.0 %', '1.0 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 2.0 %', '<= 2.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '28 %', '28 %', ''], ['Nickel, Ni', '69 %', '69 %', ''], ['Silicon, Si', '<= 0.10 %', '<= 0.10 %', '']]"
Alliance A-6S Alnico Magnetic Material,"{'metric_value': '6.90', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '10', 'metric_unit': '0', 'comment': ''}",,"{'metric_value': '80.', 'metric_unit': '0', 'comment': ''}",,"{'metric_value': '0.350', 'metric_unit': '-0.500J/g-°C', 'comment': ''}",,[]
H.C. Starck Ni-SA 939 Nickel Super Alloy,,,,,,,,"[['Aluminum, Al', '<= 2.5 %', '<= 2.5 %', ''], ['Carbon, C', '<= 0.25 %', '<= 0.25 %', ''], ['Chromium, Cr', '21 - 23 %', '21 - 23 %', ''], ['Cobalt, Co', '18 - 20 %', '18 - 20 %', ''], ['Nickel, Ni', '43.25 - 61 %', '43.25 - 61 %', ''], ['Niobium, Nb (Columbium, Cb)', '<= 1.5 %', '<= 1.5 %', ''], ['Tantalum, Ta', '>= 2.0 %', '>= 2.0 %', ''], ['Titanium, Ti', '<= 4.5 %', '<= 4.5 %', ''], ['Tungsten, W', '<= 3.0 %', '<= 3.0 %', '']]"
Nichrome 35-20 Medium Temperature Resistor Material,"{'metric_value': '7.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '450', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '750', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.500', 'metric_unit': 'J/g-°C', 'comment': ''}",,"[['Chromium, Cr', '20 %', '20 %', ''], ['Iron, Fe', '42 %', '42 %', ''], ['Manganese, Mn', '1.0 %', '1.0 %', ''], ['Nickel, Ni', '35 %', '35 %', ''], ['Silicon, Si', '2.0 %', '2.0 %', ''], [''], [], ['Temperature Coefficient of Resistance, 0-100ºC (1/K)', '0.0023', '']]"
Kennametal Conforma Clad WC 210 Tungsten Carbide-Nickel Cladding,"{'metric_value': '11.6', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,"[['Chromium, Cr', '7.0 %', '7.0 %', ''], ['Nickel, Ni', '34 %', '34 %', ''], ['Other', '4.0 %', '4.0 %', ''], ['WC', '55 %', '55 %', '']]"
Goodfellow Nickel 80/Molybdenum 20 Alloy,,,,,,,,"[['Molybdenum, Mo', '20 %', '20 %', ''], ['Nickel, Ni', '80 %', '80 %', '']]"
Materion Beryllium Nickel Strip - Alloy 360 Annealed,"{'metric_value': '8.28', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '19', 'metric_unit': '5', 'comment': ''}","{'metric_value': '27', 'metric_unit': '6', 'comment': ''}","{'metric_value': '65', 'metric_unit': '5', 'comment': ''}",,,"[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '200 °C'}]","[['Beryllium, Be', '1.85 - 2.05 %', '1.85 - 2.05 %', ''], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Nickel, Ni', '97.3 %', '97.3 %', 'as balance'], ['Titanium, Ti', '0.40 - 0.60 %', '0.40 - 0.60 %', '']]"
"HP Alloys Alloy X, 30% Cold Worked","{'metric_value': '8.22', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '205', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '945', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1110', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '15.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '500 °C'}]","[['Boron, B', '<= 0.0080 %', '<= 0.0080 %', ''], ['Carbon, C', '0.10 %', '0.10 %', ''], ['Chromium, Cr', '22 %', '22 %', ''], ['Cobalt, Co', '1.5 %', '1.5 %', ''], ['Iron, Fe', '18 %', '18 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '47 %', '47 %', ''], ['Silicon, Si', '<= 1.0 %', '<= 1.0 %', ''], ['Tungsten, W', '0.60 %', '0.60 %', '']]"
MetalTek MTEK CX-2MW Cast UNS N26022 Severe Corrosion and Heat Resistant Alloy,,,"{'metric_value': '310', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '550', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Carbon, C', '<= 0.020 %', '<= 0.020 %', ''], ['Chromium, Cr', '20 - 22.5 %', '20 - 22.5 %', ''], ['Iron, Fe', '2.0 - 6.0 %', '2.0 - 6.0 %', ''], ['Manganese, Mn', '<= 0.80 %', '<= 0.80 %', ''], ['Molybdenum, Mo', '12.5 - 14.5 %', '12.5 - 14.5 %', ''], ['Nickel, Ni', '51.33 - 63 %', '51.33 - 63 %', 'As Balance'], ['Silicon, Si', '<= 1.0 %', '<= 1.0 %', ''], ['Tungsten, W', '2.5 - 3.5 %', '2.5 - 3.5 %', ''], ['Vanadium, V', '<= 0.35 %', '<= 0.35 %', ''], [''], [], ['Heat Treatment', 'Sol. Anneal', '']]"
